Date,State,TotalSamples,Negative,Positive
2/23/2021,Karnataka,18431322,,
2/24/2021,Karnataka,18494364,,
2/25/2021,Karnataka,18562530,,
2/26/2021,Karnataka,18639329,,
2/27/2021,Karnataka,18712761,,
2/28/2021,Karnataka,18796775,,
3/1/2021,Karnataka,18856902,,
3/2/2021,Karnataka,18921149,,
3/3/2021,Karnataka,18989488,,
3/4/2021,Karnataka,19068106,,
3/5/2021,Karnataka,19146913,,
3/6/2021,Karnataka,19229142,,
3/7/2021,Karnataka,19305102,,
3/8/2021,Karnataka,19361547,,
3/9/2021,Karnataka,19427973,,
3/10/2021,Karnataka,19498106,,
3/11/2021,Karnataka,19571207,,
3/12/2021,Karnataka,19644839,,
3/13/2021,Karnataka,19717489,,
3/14/2021,Karnataka,19790597,,
3/15/2021,Karnataka,19852955,,
3/16/2021,Karnataka,19921424,,
3/17/2021,Karnataka,20008072,,
3/18/2021,Karnataka,20101442,,
3/19/2021,Karnataka,20193326,,
3/20/2021,Karnataka,20287369,,
3/21/2021,Karnataka,20389209,,
3/22/2021,Karnataka,20467387,,
3/23/2021,Karnataka,20566120,,
3/24/2021,Karnataka,20674133,,
3/25/2021,Karnataka,20782529,,
3/26/2021,Karnataka,20894800,,
3/27/2021,Karnataka,21002216,,
3/28/2021,Karnataka,21108544,,
3/29/2021,Karnataka,21195741,,
3/30/2021,Karnataka,21302658,,
3/31/2021,Karnataka,21411226,,
4/1/2021,Karnataka,21526958,,
4/2/2021,Karnataka,21645891,,
4/3/2021,Karnataka,21769721,,
4/4/2021,Karnataka,21889602,,
4/5/2021,Karnataka,21987431,,
4/6/2021,Karnataka,22089452,,
4/7/2021,Karnataka,22214842,,
4/8/2021,Karnataka,22323599,,
4/9/2021,Karnataka,22458762,,
4/10/2021,Karnataka,22557552,,
4/11/2021,Karnataka,22690258,,
4/12/2021,Karnataka,22806423,,
4/13/2021,Karnataka,22928322,,
4/14/2021,Karnataka,23041564,,
4/15/2021,Karnataka,23170964,,
4/16/2021,Karnataka,23304701,,
4/17/2021,Karnataka,23448009,,
4/18/2021,Karnataka,23593654,,
4/19/2021,Karnataka,23716866,,
4/20/2021,Karnataka,23864354,,
4/21/2021,Karnataka,24016635,,
4/22/2021,Karnataka,24179169,,
4/23/2021,Karnataka,24356635,,
4/24/2021,Karnataka,24546248,,
4/25/2021,Karnataka,24722862,,
4/26/2021,Karnataka,24889269,,
4/27/2021,Karnataka,25059385,,
4/28/2021,Karnataka,25231382,,
4/29/2021,Karnataka,25407198,,
4/30/2021,Karnataka,25596991,,
5/1/2021,Karnataka,25774973,,
5/2/2021,Karnataka,25933338,,
5/3/2021,Karnataka,26082428,,
5/4/2021,Karnataka,26236135,,
5/5/2021,Karnataka,26391359,,
5/6/2021,Karnataka,26555800,,
5/7/2021,Karnataka,26714702,,
5/8/2021,Karnataka,26871729,,
5/9/2021,Karnataka,27018220,,
5/10/2021,Karnataka,27142330,,
5/11/2021,Karnataka,27258568,,
5/12/2021,Karnataka,27393360,,
5/13/2021,Karnataka,27521028,,
5/14/2021,Karnataka,27648133,,
5/15/2021,Karnataka,27766478,,
5/16/2021,Karnataka,27879697,,
5/17/2021,Karnataka,27976933,,
5/18/2021,Karnataka,28070180,,
5/19/2021,Karnataka,28199718,,
5/20/2021,Karnataka,28320429,,
5/21/2021,Karnataka,28453442,,
5/22/2021,Karnataka,28582203,,
5/23/2021,Karnataka,28707320,,
5/24/2021,Karnataka,28816043,,
5/25/2021,Karnataka,28923718,,
5/26/2021,Karnataka,29061302,,
5/27/2021,Karnataka,29198945,,
5/28/2021,Karnataka,29339728,,
5/29/2021,Karnataka,29475822,,
5/30/2021,Karnataka,29614631,,
5/31/2021,Karnataka,29736960,,
6/1/2021,Karnataka,29853184,,
6/2/2021,Karnataka,29999107,,
6/3/2021,Karnataka,30149275,,
6/4/2021,Karnataka,30299885,,
6/5/2021,Karnataka,30442176,,
6/6/2021,Karnataka,30600450,,
6/7/2021,Karnataka,30732003,,
6/8/2021,Karnataka,30862227,,
6/9/2021,Karnataka,31026189,,
6/10/2021,Karnataka,31193920,,
6/11/2021,Karnataka,31363615,,
6/12/2021,Karnataka,31511642,,
6/13/2021,Karnataka,31641259,,
6/14/2021,Karnataka,31791001,,
6/15/2021,Karnataka,31923601,,
6/16/2021,Karnataka,32092313,,
6/17/2021,Karnataka,32250755,,
6/18/2021,Karnataka,32393253,,
6/19/2021,Karnataka,32565018,,
6/20/2021,Karnataka,32739539,,
6/21/2021,Karnataka,32889270,,
6/22/2021,Karnataka,33018369,,
6/23/2021,Karnataka,33189023,,
6/24/2021,Karnataka,33350310,,
6/25/2021,Karnataka,33508382,,
6/26/2021,Karnataka,33673392,,
6/27/2021,Karnataka,33838028,,
6/28/2021,Karnataka,33971945,,
6/29/2021,Karnataka,34098615,,
6/30/2021,Karnataka,34269727,,
7/1/2021,Karnataka,34425805,,
7/2/2021,Karnataka,34580906,,
7/3/2021,Karnataka,34735561,,
7/4/2021,Karnataka,34888644,,
7/5/2021,Karnataka,35035219,,
7/6/2021,Karnataka,35152131,,
7/7/2021,Karnataka,35318762,,
7/8/2021,Karnataka,35476314,,
7/9/2021,Karnataka,35630054,,
7/10/2021,Karnataka,35775720,,
7/11/2021,Karnataka,35934618,,
7/12/2021,Karnataka,36044017,,
7/13/2021,Karnataka,36168611,,
7/14/2021,Karnataka,36293105,,
7/15/2021,Karnataka,36431379,,
7/16/2021,Karnataka,36584287,,
7/17/2021,Karnataka,36727143,,
7/18/2021,Karnataka,36883707,,
7/19/2021,Karnataka,37019681,,
7/20/2021,Karnataka,37133137,,
7/21/2021,Karnataka,37285851,,
7/22/2021,Karnataka,37426194,,
7/23/2021,Karnataka,37551620,,
7/24/2021,Karnataka,37705035,,
7/25/2021,Karnataka,37852023,,
7/26/2021,Karnataka,37966095,,
7/27/2021,Karnataka,38068589,,
7/28/2021,Karnataka,38216908,,
7/29/2021,Karnataka,38365769,,
7/30/2021,Karnataka,38510966,,
7/31/2021,Karnataka,38649498,,
8/1/2021,Karnataka,38804546,,
8/2/2021,Karnataka,38937576,,
8/3/2021,Karnataka,39058597,,
8/4/2021,Karnataka,39228008,,
8/5/2021,Karnataka,39389670,,
8/6/2021,Karnataka,39552008,,
8/7/2021,Karnataka,39699877,,
8/8/2021,Karnataka,39846323,,
8/9/2021,Karnataka,39978515,,
8/10/2021,Karnataka,40104915,,
4/1/2020,Kerala,7965,7256,265
4/2/2020,Kerala,8456,7622,286
4/3/2020,Kerala,9139,8126,295
4/4/2020,Kerala,9744,8586,306
4/5/2020,Kerala,10221,9300,314
4/6/2020,Kerala,10716,9607,327
4/7/2020,Kerala,11232,10250,336
4/8/2020,Kerala,11986,10906,354
4/9/2020,Kerala,12710,11469,357
4/10/2020,Kerala,13339,12335,364
4/11/2020,Kerala,14163,12818,373
4/12/2020,Kerala,14989,13802,375
4/13/2020,Kerala,15683,14829,378
4/14/2020,Kerala,16235,15488,386
4/15/2020,Kerala,16475,16002,387
4/16/2020,Kerala,17400,16459,394
4/17/2020,Kerala,18029,17279,395
4/18/2020,Kerala,18774,17763,399
4/19/2020,Kerala,19351,18547,401
4/20/2020,Kerala,19756,19074,408
4/21/2020,Kerala,20252,19442,426
4/22/2020,Kerala,20821,19998,437
4/23/2020,Kerala,21334,20326,447
4/24/2020,Kerala,21940,20830,450
4/25/2020,Kerala,22360,21475,457
4/26/2020,Kerala,22954,21997,468
4/27/2020,Kerala,24146,23148,481
4/28/2020,Kerala,24855,24078,485
4/29/2020,Kerala,25827,24681,495
4/30/2020,Kerala,27481,26032,497
5/1/2020,Kerala,29012,27224,497
5/2/2020,Kerala,33276,31592,499
5/3/2020,Kerala,34608,33294,499
5/4/2020,Kerala,35441,34161,499
5/5/2020,Kerala,36312,35244,502
5/6/2020,Kerala,37546,36210,502
5/7/2020,Kerala,38206,36856,502
5/8/2020,Kerala,39266,38294,503
5/9/2020,Kerala,40123,39233,505
5/10/2020,Kerala,41279,40155,512
5/11/2020,Kerala,41700,40889,512
5/12/2020,Kerala,42461,41621,524
5/13/2020,Kerala,43648,42574,534
5/14/2020,Kerala,45039,43868,560
5/15/2020,Kerala,46831,45063,576
5/16/2020,Kerala,48433,46458,587
5/17/2020,Kerala,50036,47964,601
5/18/2020,Kerala,51059,49763,630
5/19/2020,Kerala,52588,50867,642
5/20/2020,Kerala,54633,52689,666
5/21/2020,Kerala,56373,54541,690
5/22/2020,Kerala,58382,56165,733
5/23/2020,Kerala,60443,58192,795
5/24/2020,Kerala,61900,59943,848
5/25/2020,Kerala,63009,61698,897
5/26/2020,Kerala,65303,63010,964
5/27/2020,Kerala,67961,65099,1004
5/28/2020,Kerala,70622,67677,1089
5/29/2020,Kerala,74214,71083,1151
5/30/2020,Kerala,77257,73775,1209
5/31/2020,Kerala,77508,75697,1270
6/1/2020,Kerala,82449,78310,1327
6/2/2020,Kerala,86169,81157,1413
6/3/2020,Kerala,95348,84870,1495
6/4/2020,Kerala,99692,87403,1589
6/5/2020,Kerala,104045,92818,1700
6/6/2020,Kerala,107796,97114,1808
6/7/2020,Kerala,111930,100319,1915
6/8/2020,Kerala,113956,103472,2006
6/9/2020,Kerala,126088,111892,2097
6/10/2020,Kerala,131006,116425,2162
6/11/2020,Kerala,135974,130857,2245
6/12/2020,Kerala,140457,134743,2323
6/13/2020,Kerala,144842,,2408
6/14/2020,Kerala,149164,,2462
6/15/2020,Kerala,151686,,2544
6/16/2020,Kerala,157117,,2623
6/17/2020,Kerala,161829,,2698
6/18/2020,Kerala,169035,,2795
6/19/2020,Kerala,173729,,2913
6/20/2020,Kerala,178559,,3040
6/21/2020,Kerala,183201,,3173
6/22/2020,Kerala,185903,,3311
6/23/2020,Kerala,192059,,3452
6/24/2020,Kerala,197567,,3604
6/25/2020,Kerala,203574,,3727
6/26/2020,Kerala,209456,,3877
6/27/2020,Kerala,215243,,4072
6/28/2020,Kerala,220821,,4190
6/29/2020,Kerala,224737,,4311
6/30/2020,Kerala,231570,,4442
7/1/2020,Kerala,239017,,4593
7/2/2020,Kerala,246799,,4753
7/3/2020,Kerala,253011,,4965
7/4/2020,Kerala,260011,,5205
7/5/2020,Kerala,268218,,5430
7/6/2020,Kerala,275823,,5623
7/7/2020,Kerala,285968,,5895
7/8/2020,Kerala,296183,,6196
7/9/2020,Kerala,307219,,6535
7/10/2020,Kerala,320485,,6951
7/11/2020,Kerala,334849,,7439
7/12/2020,Kerala,347529,,7874
7/13/2020,Kerala,416282,,8323
7/14/2020,Kerala,435043,,8931
7/15/2020,Kerala,453716,,9554
7/16/2020,Kerala,472271,,10276
7/17/2020,Kerala,489395,,11067
7/18/2020,Kerala,514140,,11660
7/19/2020,Kerala,532505,,12481
7/20/2020,Kerala,546000,,13275
7/21/2020,Kerala,567278,,13995
7/22/2020,Kerala,588930,,15033
7/23/2020,Kerala,612266,,16111
7/24/2020,Kerala,635272,,16996
7/25/2020,Kerala,653982,,18099
7/26/2020,Kerala,672748,,19026
7/27/2020,Kerala,688163,,19728
7/28/2020,Kerala,709348,,20895
7/29/2020,Kerala,733413,,21798
7/30/2020,Kerala,753485,,22304
7/31/2020,Kerala,776268,,23614
8/1/2020,Kerala,795919,,24743
8/2/2020,Kerala,817078,,25912
8/3/2020,Kerala,834215,,26874
8/4/2020,Kerala,858960,,27957
8/5/2020,Kerala,884056,,29152
8/6/2020,Kerala,908355,,30450
8/7/2020,Kerala,936651,,31701
8/8/2020,Kerala,963632,,33121
8/9/2020,Kerala,984208,,34332
8/10/2020,Kerala,1000988,,35516
8/11/2020,Kerala,1027433,,36933
8/12/2020,Kerala,1056360,,38145
8/13/2020,Kerala,1087722,,39709
8/14/2020,Kerala,1120935,,41278
8/15/2020,Kerala,1154365,,42886
8/16/2020,Kerala,1182727,,44416
8/17/2020,Kerala,1205759,,46141
8/18/2020,Kerala,1240076,,47899
8/19/2020,Kerala,1276358,,50232
8/20/2020,Kerala,1312992,,52200
8/21/2020,Kerala,1349071,,54183
8/22/2020,Kerala,1386775,,56355
8/23/2020,Kerala,1422558,,58263
8/24/2020,Kerala,1446380,,59505
8/25/2020,Kerala,1484907,,61880
8/26/2020,Kerala,1525792,,64356
8/27/2020,Kerala,1564783,,66762
8/28/2020,Kerala,1608013,,69305
8/29/2020,Kerala,1643633,,71702
8/30/2020,Kerala,1669779,,73856
8/31/2020,Kerala,1685203,,75386
9/1/2020,Kerala,1697042,,76526
9/2/2020,Kerala,1724658,,78073
9/3/2020,Kerala,1755568,,79626
9/4/2020,Kerala,1792330,,82105
9/5/2020,Kerala,1832275,,84760
9/6/2020,Kerala,1872496,,87842
9/7/2020,Kerala,1891703,,89490
9/8/2020,Kerala,1933294,,92516
9/9/2020,Kerala,1978316,,95918
9/10/2020,Kerala,2018921,,99267
9/11/2020,Kerala,2053801,,102255
9/12/2020,Kerala,2099549,,105140
9/13/2020,Kerala,2132795,,108279
9/14/2020,Kerala,2152585,,110819
9/15/2020,Kerala,2198858,,114034
9/16/2020,Kerala,2245139,,117864
9/17/2020,Kerala,2287796,,122215
9/18/2020,Kerala,2336217,,126382
9/19/2020,Kerala,2384611,,131027
9/20/2020,Kerala,2427374,,135723
9/21/2020,Kerala,2450599,,138633
9/22/2020,Kerala,2492757,,142758
9/23/2020,Kerala,2545385,,148134
9/24/2020,Kerala,2600359,,154458
9/25/2020,Kerala,2657430,,160935
9/26/2020,Kerala,2717040,,167941
9/27/2020,Kerala,2770734,,175386
9/28/2020,Kerala,2804319,,179924
9/29/2020,Kerala,2862094,,187278
9/30/2020,Kerala,2925776,,196108
10/1/2020,Kerala,2985534,,204243
10/2/2020,Kerala,3049791,,213501
10/3/2020,Kerala,3104878,,221335
10/4/2020,Kerala,3164072,,229888
10/5/2020,Kerala,3198423,,234930
10/6/2020,Kerala,3263691,,242801
10/7/2020,Kerala,3340242,,253407
10/8/2020,Kerala,3402903,,258852
10/9/2020,Kerala,3471365,,268102
10/10/2020,Kerala,3538678,,279857
10/11/2020,Kerala,3594320,,289204
10/12/2020,Kerala,3628429,,295134
10/13/2020,Kerala,3676682,,303898
10/14/2020,Kerala,3726738,,310142
10/15/2020,Kerala,3776892,,317931
10/16/2020,Kerala,3828728,,325214
10/17/2020,Kerala,3880795,,334230
10/18/2020,Kerala,3939199,,341861
10/19/2020,Kerala,3975798,,346883
10/20/2020,Kerala,4029699,,353474
10/21/2020,Kerala,4091729,,361843
10/22/2020,Kerala,4147822,,369325
10/23/2020,Kerala,4212611,,377836
10/24/2020,Kerala,4280204,,386089
10/25/2020,Kerala,4328416,,392932
10/26/2020,Kerala,4363557,,397219
10/27/2020,Kerala,4409750,,402676
10/28/2020,Kerala,4476730,,411466
10/29/2020,Kerala,4531069,,418486
10/30/2020,Kerala,4585050,,425124
10/31/2020,Kerala,4645049,,433107
11/1/2020,Kerala,4695059,,440132
11/2/2020,Kerala,4728404,,444270
11/3/2020,Kerala,4789542,,451132
11/4/2020,Kerala,4860812,,459648
11/5/2020,Kerala,4922200,,466468
11/6/2020,Kerala,4985584,,473470
11/7/2020,Kerala,5049635,,480671
11/8/2020,Kerala,5098433,,486111
11/9/2020,Kerala,5130922,,489704
11/10/2020,Kerala,5185673,,495714
11/11/2020,Kerala,5249865,,502721
11/12/2020,Kerala,5307067,,508258
11/13/2020,Kerala,5365288,,514062
11/14/2020,Kerala,5426841,,520419
11/15/2020,Kerala,5472967,,525000
11/16/2020,Kerala,5498108,,527710
11/17/2020,Kerala,5554265,,533502
11/18/2020,Kerala,5621634,,539921
11/19/2020,Kerala,5688651,,545643
11/20/2020,Kerala,5749016,,551671
11/21/2020,Kerala,5809226,,557443
11/22/2020,Kerala,5857241,,562697
11/23/2020,Kerala,5892900,,566454
11/24/2020,Kerala,5952883,,571874
11/25/2020,Kerala,6018925,,578365
11/26/2020,Kerala,6074921,,583743
11/27/2020,Kerala,6114029,,587709
11/28/2020,Kerala,6178012,,593959
11/29/2020,Kerala,6227787,,599602
11/30/2020,Kerala,6262476,,602984
12/1/2020,Kerala,6321285,,608359
12/2/2020,Kerala,6378278,,614675
12/3/2020,Kerala,6438754,,620051
12/4/2020,Kerala,6496210,,625769
12/5/2020,Kerala,6556713,,631617
12/6/2020,Kerala,6608606,,636394
12/7/2020,Kerala,6642364,,639666
12/8/2020,Kerala,6702885,,644698
12/9/2020,Kerala,6755630,,649573
12/10/2020,Kerala,6808399,,654043
12/11/2020,Kerala,6861907,,658685
12/12/2020,Kerala,6921597,,664634
12/13/2020,Kerala,6967972,,669332
12/14/2020,Kerala,6999865,,672039
12/15/2020,Kerala,7056318,,677257
12/16/2020,Kerala,7118200,,683442
12/17/2020,Kerala,7179051,,688411
12/18/2020,Kerala,7233523,,693867
12/19/2020,Kerala,7293518,,700160
12/20/2020,Kerala,7347376,,705871
12/21/2020,Kerala,7382223,,709294
12/22/2020,Kerala,7447052,,715343
12/23/2020,Kerala,7508489,,721512
12/24/2020,Kerala,7564562,,726689
12/25/2020,Kerala,7613415,,732086
12/26/2020,Kerala,7649001,,735613
12/27/2020,Kerala,7695117,,740518
12/28/2020,Kerala,7727986,,743565
12/29/2020,Kerala,7789764,,749452
12/30/2020,Kerala,7853651,,755720
12/31/2020,Kerala,7911934,,760935
1/1/2021,Kerala,7964724,,765926
1/2/2021,Kerala,8018822,,771254
1/3/2021,Kerala,8066113,,775854
1/4/2021,Kerala,8099621,,778875
1/5/2021,Kerala,8160890,,784490
1/6/2021,Kerala,8224781,,790884
1/7/2021,Kerala,8285394,,795935
1/8/2021,Kerala,8344963,,801077
1/9/2021,Kerala,8406202,,806605
1/10/2021,Kerala,8451897,,811150
1/11/2021,Kerala,8487178,,814260
1/12/2021,Kerala,8551792,,819767
1/13/2021,Kerala,8620873,,825771
1/14/2021,Kerala,8688585,,831261
1/15/2021,Kerala,8751519,,836885
1/16/2021,Kerala,8816427,,842845
1/17/2021,Kerala,8868737,,847850
1/18/2021,Kerala,8901830,,851196
1/19/2021,Kerala,8968089,,857382
1/20/2021,Kerala,9029621,,864197
1/21/2021,Kerala,9090900,,870531
1/22/2021,Kerala,9148957,,877284
1/23/2021,Kerala,9210023,,884244
1/24/2021,Kerala,9258401,,890280
1/25/2021,Kerala,9289304,,893641
1/26/2021,Kerala,9349619,,899934
1/27/2021,Kerala,9400749,,905593
1/28/2021,Kerala,9459221,,911364
1/29/2021,Kerala,9518036,,917632
1/30/2021,Kerala,9576795,,923914
1/31/2021,Kerala,9625913,,929180
2/1/2021,Kerala,9659492,,932639
2/2/2021,Kerala,9712432,,
2/3/2021,Kerala,9772067,,
2/4/2021,Kerala,9856074,,
2/5/2021,Kerala,9948005,,
2/6/2021,Kerala,10030809,,
2/7/2021,Kerala,10096326,,
2/8/2021,Kerala,10144253,,
2/9/2021,Kerala,10214097,,
2/10/2021,Kerala,10294203,,
2/11/2021,Kerala,10365859,,
2/12/2021,Kerala,10440267,,
2/13/2021,Kerala,10526236,,
2/14/2021,Kerala,10588079,,
2/15/2021,Kerala,10627542,,
2/16/2021,Kerala,10701894,,
2/17/2021,Kerala,10771847,,
2/18/2021,Kerala,10839353,,
2/19/2021,Kerala,10906927,,
2/20/2021,Kerala,10972895,,
2/21/2021,Kerala,11030136,,
2/22/2021,Kerala,11068239,,
2/23/2021,Kerala,11137843,,
2/24/2021,Kerala,11208411,,
2/25/2021,Kerala,11271993,,
2/26/2021,Kerala,11339805,,
2/27/2021,Kerala,11413515,,
2/28/2021,Kerala,11476284,,
3/1/2021,Kerala,11522279,,
3/2/2021,Kerala,11590373,,
3/3/2021,Kerala,11650019,,
3/4/2021,Kerala,11713060,,
3/5/2021,Kerala,11779163,,
3/6/2021,Kerala,11840927,,
3/7/2021,Kerala,11892875,,
3/8/2021,Kerala,11931921,,
3/9/2021,Kerala,11997827,,
3/10/2021,Kerala,12060313,,
3/11/2021,Kerala,12130151,,
3/12/2021,Kerala,12182285,,
3/13/2021,Kerala,12240629,,
3/14/2021,Kerala,12291194,,
3/15/2021,Kerala,12329604,,
3/16/2021,Kerala,12390578,,
3/17/2021,Kerala,12450771,,
3/18/2021,Kerala,12505085,,
3/19/2021,Kerala,12558269,,
3/20/2021,Kerala,12617046,,
3/21/2021,Kerala,12661721,,
3/22/2021,Kerala,12696542,,
3/23/2021,Kerala,12753967,,
3/24/2021,Kerala,12810707,,
3/25/2021,Kerala,12861734,,
3/26/2021,Kerala,12913986,,
3/27/2021,Kerala,12966274,,
3/28/2021,Kerala,13013503,,
3/29/2021,Kerala,13050880,,
3/30/2021,Kerala,13109437,,
3/31/2021,Kerala,13158864,,
4/1/2021,Kerala,13213211,,
4/2/2021,Kerala,13264994,,
4/3/2021,Kerala,13309773,,
4/4/2021,Kerala,13354944,,
4/5/2021,Kerala,13395135,,
4/6/2021,Kerala,13454186,,
4/7/2021,Kerala,13514740,,
4/8/2021,Kerala,13578641,,
4/9/2021,Kerala,13641881,,
4/10/2021,Kerala,13703838,,
4/11/2021,Kerala,13768841,,
4/12/2021,Kerala,13814258,,
4/13/2021,Kerala,13887699,,
4/14/2021,Kerala,13952957,,
4/15/2021,Kerala,14013857,,
4/16/2021,Kerala,14081632,,
4/17/2021,Kerala,14162843,,
4/18/2021,Kerala,14271741,,
4/19/2021,Kerala,14359016,,
4/20/2021,Kerala,14471237,,
4/21/2021,Kerala,14593000,,
4/22/2021,Kerala,14728177,,
4/23/2021,Kerala,14858794,,
4/24/2021,Kerala,14989949,,
4/25/2021,Kerala,15116722,,
4/26/2021,Kerala,15213100,,
4/27/2021,Kerala,15354299,,
4/28/2021,Kerala,15492489,,
4/29/2021,Kerala,15650037,,
4/30/2021,Kerala,15799524,,
5/1/2021,Kerala,15945998,,
5/2/2021,Kerala,16058633,,
5/3/2021,Kerala,16154929,,
5/4/2021,Kerala,16297517,,
5/5/2021,Kerala,16460838,,
5/6/2021,Kerala,16616470,,
5/7/2021,Kerala,16760815,,
5/8/2021,Kerala,16909361,,
5/9/2021,Kerala,17033341,,
5/10/2021,Kerala,17133089,,
5/11/2021,Kerala,17272376,,
5/12/2021,Kerala,17418696,,
5/13/2021,Kerala,17558352,,
5/14/2021,Kerala,17689727,,
5/15/2021,Kerala,17812355,,
5/16/2021,Kerala,17928337,,
5/17/2021,Kerala,18014842,,
5/18/2021,Kerala,18149395,,
5/19/2021,Kerala,18289940,,
5/20/2021,Kerala,18421465,,
5/21/2021,Kerala,18555023,,
5/22/2021,Kerala,18681051,,
5/23/2021,Kerala,18794256,,
5/24/2021,Kerala,18881587,,
5/25/2021,Kerala,19024615,,
5/26/2021,Kerala,19168987,,
5/27/2021,Kerala,19304219,,
5/28/2021,Kerala,19440287,,
5/29/2021,Kerala,19582046,,
5/30/2021,Kerala,19706583,,
5/31/2021,Kerala,19795928,,
6/1/2021,Kerala,19926522,,
6/2/2021,Kerala,20055047,,
6/3/2021,Kerala,20178932,,
6/4/2021,Kerala,20288452,,
6/5/2021,Kerala,20404806,,
6/6/2021,Kerala,20507598,,
6/7/2021,Kerala,20578167,,
6/8/2021,Kerala,20688146,,
6/9/2021,Kerala,20803168,,
6/10/2021,Kerala,20910418,,
6/11/2021,Kerala,21017514,,
6/12/2021,Kerala,21126248,,
6/13/2021,Kerala,21220925,,
6/14/2021,Kerala,21289498,,
6/15/2021,Kerala,21393618,,
6/16/2021,Kerala,21506139,,
6/17/2021,Kerala,21621033,,
6/18/2021,Kerala,21732157,,
6/19/2021,Kerala,21853900,,
6/20/2021,Kerala,21961374,,
6/21/2021,Kerala,22039227,,
6/22/2021,Kerala,22156947,,
6/23/2021,Kerala,22281273,,
6/24/2021,Kerala,22397780,,
6/25/2021,Kerala,22506647,,
6/26/2021,Kerala,22620276,,
6/27/2021,Kerala,22724272,,
6/28/2021,Kerala,22809717,,
6/29/2021,Kerala,22932942,,
6/30/2021,Kerala,23073669,,
7/1/2021,Kerala,23198555,,
7/2/2021,Kerala,23318214,,
7/3/2021,Kerala,23438111,,
7/4/2021,Kerala,23556158,,
7/5/2021,Kerala,23636292,,
7/6/2021,Kerala,23768112,,
7/7/2021,Kerala,23918742,,
7/8/2021,Kerala,24045894,,
7/9/2021,Kerala,24176318,,
7/10/2021,Kerala,24308000,,
7/11/2021,Kerala,24424563,,
7/12/2021,Kerala,24509870,,
7/13/2021,Kerala,24648919,,
7/14/2021,Kerala,24804801,,
7/15/2021,Kerala,24930543,,
7/16/2021,Kerala,25060933,,
7/17/2021,Kerala,25211041,,
7/18/2021,Kerala,25341594,,
7/19/2021,Kerala,25431248,,
7/20/2021,Kerala,25572679,,
7/21/2021,Kerala,25718672,,
7/22/2021,Kerala,25822215,,
7/23/2021,Kerala,25950704,,
7/24/2021,Kerala,26106272,,
7/25/2021,Kerala,26248280,,
7/26/2021,Kerala,26357662,,
7/27/2021,Kerala,26536792,,
7/28/2021,Kerala,26733694,,
7/29/2021,Kerala,26896792,,
7/30/2021,Kerala,27049431,,
7/31/2021,Kerala,27217010,,
8/1/2021,Kerala,27387700,,
8/2/2021,Kerala,27515603,,
8/3/2021,Kerala,27715059,,
8/4/2021,Kerala,27912151,,
8/5/2021,Kerala,28075527,,
8/6/2021,Kerala,28227419,,
8/7/2021,Kerala,28379940,,
8/8/2021,Kerala,28514136,,
8/9/2021,Kerala,28612776,,
8/10/2021,Kerala,28745545,,
4/13/2020,Ladakh,618,,17
4/14/2020,Ladakh,760,615,17
4/15/2020,Ladakh,820,657,18
4/16/2020,Ladakh,917,695,18
4/19/2020,Ladakh,991,797,18
4/21/2020,Ladakh,1137,896,18
4/29/2020,Ladakh,1949,1299,22
4/30/2020,Ladakh,2245,1384,22
5/1/2020,Ladakh,2430,1545,22
5/2/2020,Ladakh,2434,1618,23
5/3/2020,Ladakh,2434,1674,41
5/4/2020,Ladakh,2639,1879,41
5/9/2020,Ladakh,3503,2948,42
5/13/2020,Ladakh,3683,3353,43
5/16/2020,Ladakh,4067,3571,43
5/18/2020,Ladakh,4219,3791,43
5/19/2020,Ladakh,4730,3935,43
5/21/2020,Ladakh,5291,4081,44
5/22/2020,Ladakh,5505,4173,44
5/23/2020,Ladakh,5727,4505,49
5/24/2020,Ladakh,5730,4733,52
5/25/2020,Ladakh,5896,4894,53
5/30/2020,Ladakh,7354,6145,74
5/31/2020,Ladakh,7354,6167,77
6/2/2020,Ladakh,8310,6465,81
6/5/2020,Ladakh,9754,7204,97
6/6/2020,Ladakh,10164,7214,99
6/9/2020,Ladakh,10249,7888,108
6/11/2020,Ladakh,10855,8222,135
6/12/2020,Ladakh,10986,8460,239
6/13/2020,Ladakh,11135,8814,437
